available_cities,available_days,available_time_slots,base_price,breed_specific,category,city_pricing,created_at,created_by,deposit_percentage,description,duration,duration_minutes,excludes,features,fulfillment,id,image,image_url,includes,is_24x7,is_active,is_bookable,is_free,is_synced_from_product,mira_whispers,name,payment_timing,pet_count_pricing,pet_size_pricing,pet_sizes,pet_types,pillar,price,provider_id,provider_name,requires_consultation,service_type,source_product_id,status,sync_timestamp,tags,updated_at
,,,649.0,,cakes,,2026-02-27T16:08:35.502871+00:00,,,"With its endearing heart-shaped ears and rosy-cheeked smile, the ""Hearty Hound Cake"" is a loving nod to the furry friends that hold a special place in our hearts. This cake is a sweet square of canine adoration.",,,,,,svc-shopify-8130022408346,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/138.png?v=1714661104,,,,,,True,,Hearty Hound,,,,,,shop,649.0,,,,product,shopify-8130022408346,active,2026-02-27T16:08:48.187730+00:00,"['cake', 'Cake May', 'Cakes', 'Cakes1', 'Easter', 'New Cake', 'Pet Month']",2026-02-27T16:08:48.187732+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.503275+00:00,,,"With its bright eyes and friendly wagging tongue, the ""Cheerful Chum Cake"" is a delicious celebration of the joy our dogs bring into our lives, perfect for sharing a sweet moment with your beloved furry one.",,,,,,svc-shopify-8130022834330,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/136.png?v=1714661060,,,,,,True,,Cheerful Chum,,,,,,shop,649.0,,,,product,shopify-8130022834330,active,2026-02-27T16:08:48.188166+00:00,"['cake', 'Cake May', 'Cakes', 'Cakes1', 'New Cake', 'Pet Month']",2026-02-27T16:08:48.188168+00:00
,,,699.0,,cakes,,2026-02-27T16:08:35.503667+00:00,,,Make your pup’s Christmas extra merry with our Festive Cake Pops! 🎄✨ This joyful set of 6 Christmas Cake Pops is crafted to bring your doggo right into the holiday celebration. Each pop is freshly baked with a Banana or Chicken &amp; Oat base and finished with our homemade cream cheese frosting . Ev,,,,,,svc-shopify-7587169665178,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/D0BE7F33-5CC3-49F6-B8E0-3A1CC3A7CBF6.jpg?v=1669964774,,,,,,True,,Festive Cake Pops,,,,,,shop,699.0,,,,product,shopify-7587169665178,active,2026-02-27T16:08:48.188552+00:00,"['Christmas', 'Pupcakes', 'Treats']",2026-02-27T16:08:48.188554+00:00
,,,499.0,,frozen-treats,,2026-02-27T16:08:35.504061+00:00,,,"Treat your pup to a delightful blend of banana and chicken flavor with our Banana &amp; Chicken Fro Yo! Made with real bananas and premium chicken, this frozen yogurt is not only delicious but also packed with essential nutrients for your furry friend. It's a healthy and refreshing treat that your d",,,,,,svc-shopify-8105723429018,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Chicken_Banana_1.png?v=1711949648,,,,,,True,,Banana Chicken Fro-Yo,,,,,,shop,499.0,,,,product,shopify-8105723429018,active,2026-02-27T16:08:48.188949+00:00,"['summer', 'Treats', 'Yoghurt']",2026-02-27T16:08:48.188951+00:00
,,,499.0,,cakes,,2026-02-27T16:08:35.504447+00:00,,,"A cheerful cake to keep your pooch grinning from ear to floppy ear. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical coconut, and",,,,,,svc-shopify-5453506347162,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Smilo_4cc4d4c7-df40-48f7-972c-9ac8028f2576.png?v=1741098689,,,,,,True,,Smilo Cake,,,,,,shop,499.0,,,,product,shopify-5453506347162,active,2026-02-27T16:08:48.189345+00:00,"['Birthdays', 'cake', 'Cakes', 'Circle', 'Treats']",2026-02-27T16:08:48.189347+00:00
,,,499.0,,cakes,,2026-02-27T16:08:35.504844+00:00,,,"Bask in the glow of sunny days with our 'You Are My Sunshine' Cake, specially baked to brighten your dog's summer celebrations. This cheerful delight, inspired by the warmth and joy of summer, is infused with the flavors of the season, offering a perfect blend of taste and nutrition. Crafted as a su",,,,,,svc-shopify-8105137733786,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/2_2c160d51-a374-48fa-a07f-23c3ced4e5d0.png?v=1719723512,,,,,,True,,You are My Sunshine,,,,,,shop,499.0,,,,product,shopify-8105137733786,active,2026-02-27T16:08:48.189747+00:00,"['bowto', 'summer']",2026-02-27T16:08:48.189748+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.505246+00:00,,,"Indulge your furry friend in the 'Scoops of Joy Cake,' a whimsical creation adorned with mini ice cream cones that are sure to spark delight. Each cone, carefully crafted to be pet-safe, sits atop a delicious cake base, offering a playful twist on traditional treats. Perfect for celebrations or simp",,,,,,svc-shopify-8105138946202,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/3_50099bdc-8019-47ad-8983-85dcbcc30483.png?v=1720693038,,,,,,True,,Scoops of Joy,,,,,,shop,649.0,,,,product,shopify-8105138946202,active,2026-02-27T16:08:48.190190+00:00,"['bowto', 'summer']",2026-02-27T16:08:48.190192+00:00
,,,550.0,,cakes,,2026-02-27T16:08:35.505620+00:00,,,"Brighten your pup's day with 'Sunbeam Bliss Cake Pops,' creatively designed in the joyful shape of the sun. These radiant treats are a delightful way to celebrate the sunny days, bringing a touch of warmth and happiness to any occasion. Made with dog-friendly ingredients and a burst of flavor, each ",,,,,,svc-shopify-8105140781210,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/image-removebg-preview-2024-03-31T115856.074.png?v=1711876602,,,,,,True,,Sunbeam Bliss Cake Pops,,,,,,shop,550.0,,,,product,shopify-8105140781210,active,2026-02-27T16:08:48.190776+00:00,"['Easter', 'summer', 'Treats']",2026-02-27T16:08:48.190777+00:00
,,,550.0,,other,,2026-02-27T16:08:35.511472+00:00,,,"Dive into the essence of summer with our 'Summer Icons Pupcake Set,' featuring a delightful assortment of pupcakes adorned with the season's most beloved symbols: ice cream, the sun, and coconuts. Each pupcake is a miniature celebration of summer's joy, crafted with dog-safe ingredients and infused ",,,,,,svc-shopify-8105143435418,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/image-removebg-preview-2024-03-31T145756.551.png?v=1711877404,,,,,,True,,Summer Icons,,,,,,shop,550.0,,,,product,shopify-8105143435418,active,2026-02-27T16:08:48.314629+00:00,['summer'],2026-02-27T16:08:48.314635+00:00
,,,749.0,,cakes,,2026-02-27T16:08:35.512095+00:00,,,"Treat your furry friend to a taste of summer with our 'Cool Cones Cookie Collection,' a delightful set of cookies shaped like classic ice cream cones. These whimsical treats capture the spirit of sunny days and ice cream outings, all while being completely pet-friendly. Made with nutritious ingredie",,,,,,svc-shopify-8105144418458,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/2_f754310d-3946-4c27-bffe-fdf354341f4c.png?v=1720693003,,,,,,True,,Cool Cones,,,,,,shop,749.0,,,,product,shopify-8105144418458,active,2026-02-27T16:08:48.315581+00:00,['summer'],2026-02-27T16:08:48.315585+00:00
,,,550.0,,dognuts,,2026-02-27T16:08:35.512577+00:00,,,"Baked with the excellent combination of beet and wheat, these red velvet pupcakes are going to dispuppear into your pet’s tummy, in no time! Net Weight: 500 grams Pack of 6 All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of ",,,,,,svc-shopify-5562967818394,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/7E4C9462-2AA9-4430-98D0-7CE426DE20B8.png?v=1661567628,,,,,,True,,Red Velvet,,,,,,shop,550.0,,,,product,shopify-5562967818394,active,2026-02-27T16:08:48.316194+00:00,['Pupcakes'],2026-02-27T16:08:48.316196+00:00
,,,450.0,,dognuts,,2026-02-27T16:08:35.513028+00:00,,,"BOX OF 4 OR 6 These pawsome cup cakes are all you need to have a pawfect Valentine with your furry buddy. Beware: Your doggo might like these a little more than you, hooman! No sugar, salt or artificial coloring . All natural, gluten and preservative free! All the recipes used in our bakery are a re",,,,,,svc-shopify-6121099296922,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/4EEDF244-78FB-4EF3-9498-3E21C71EE625.png?v=1661567647,,,,,,True,,Paw Love Pupcakes,,,,,,shop,450.0,,,,product,shopify-6121099296922,active,2026-02-27T16:08:48.316734+00:00,"['Pupcakes', 'Treats', ""Valentine's""]",2026-02-27T16:08:48.316736+00:00
,,,550.0,,dognuts,,2026-02-27T16:08:35.513441+00:00,,,"Dive into the festival of colors with our Holi Furry Fiesta Pupcakes. Each pupcake is a miniature celebration, embodying the essence of Holi with vibrant colors and tantalizing flavors, making them perfect for your dog's Holi party. No sugar, salt or artificial coloring . All natural, gluten and pre",,,,,,svc-shopify-8021693595802,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/TDB2024Cakes_55.png?v=1704540753,,,,,,True,,Furry Fiesta Pupcake,,,,,,shop,550.0,,,,product,shopify-8021693595802,active,2026-02-27T16:08:48.317260+00:00,"['Holi', 'Pupcakes']",2026-02-27T16:08:48.317262+00:00
,,,1000.0,,gift-cards,,2026-02-27T16:08:35.513871+00:00,,,Delicious gift cards made with love for your furry friend.,,,,,,svc-shopify-8040910946458,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Watercolour-Background-Night-Sky-Postcard.jpg?v=1706442619,,,,,,True,,The Doggy Bakery Virtual Gift Card,,,,,,shop,1000.0,,,,product,shopify-8040910946458,active,2026-02-27T16:08:48.317678+00:00,[],2026-02-27T16:08:48.317680+00:00
,,,2750.0,,cakes,,2026-02-27T16:08:35.514273+00:00,,,"Dive into the savory world of this uniquely designed cake, expertly crafted to resemble a sumptuous roast chicken meal, complete with peas and potatoes. Perfect for your canine companion, this 1 kg cake is , infused with the irresistible flavors. The cake is meticulously shaped and colored to emulat",,,,,,svc-shopify-8029145104538,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/CanyoubelieveitsRoastChickenCake.png?v=1705391575,,,,,,True,,It is a Roast Chicken!,,,,,,shop,2750.0,,,,product,shopify-8029145104538,active,2026-02-27T16:08:48.318143+00:00,"['Birthdays', 'Bone', 'cake', 'Cakes']",2026-02-27T16:08:48.318146+00:00
,,,2750.0,,cakes,,2026-02-27T16:08:35.514685+00:00,,,"Pamper your pooch with our Spotty Pup Delight, a delectable brown and white cake dotted with love and flavor. Perfect for spoiling your four-legged friend, this canine-friendly creation blends nutritious ingredients with a dash of playful design, ensuring every bite is as delightful as a belly rub. ",,,,,,svc-shopify-8025243058330,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Spottypup.png?v=1705031442,,,,,,True,,Spotty Pup,,,,,,shop,2750.0,,,,product,shopify-8025243058330,active,2026-02-27T16:08:48.318577+00:00,"['Birthdays', 'Bone', 'cake', 'Cakes']",2026-02-27T16:08:48.318579+00:00
,,,2750.0,,cakes,,2026-02-27T16:08:35.515099+00:00,,,"Whisk your furry friend away to flavor town with our Nutty Pup Treat, a peanut butter-colored cake designed just for dogs. This scrumptious delight is rich with dog-safe peanut butter taste and crafted to look like an adorable pup, making treat time both fun and delicious! Each cake of 1kg plus is f",,,,,,svc-shopify-8025243811994,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/NuttyPup.png?v=1705031615,,,,,,True,,Nutty Pup,,,,,,shop,2750.0,,,,product,shopify-8025243811994,active,2026-02-27T16:08:48.319053+00:00,"['Birthdays', 'Bone', 'cake', 'Cakes']",2026-02-27T16:08:48.319054+00:00
,,,2750.0,,cakes,,2026-02-27T16:08:35.515492+00:00,,,"Dive into a world of whimsy with our Pink Puppy Giant Cake, the perfect centerpiece for your pup's special day. Lovingly crafted with dog-safe ingredients, this sizable strawberry-flavored sensation is sure to set tails wagging. Adorned in playful pink hues and charming puppy details, it's not just ",,,,,,svc-shopify-8025235849370,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/PinkPoochGiantcake.png?v=1705030962,,,,,,True,,Pink Pooch Paradise,,,,,,shop,2750.0,,,,product,shopify-8025235849370,active,2026-02-27T16:08:48.319463+00:00,"['Birthdays', 'Bone', 'cake', 'Cakes']",2026-02-27T16:08:48.319465+00:00
,,,550.0,,dognuts,,2026-02-27T16:08:35.515901+00:00,,,"Celebrate the little joys with our 'Cheep Cheep Celebration Pupcake,' a delightful treat inspired by the cheerful chirps of baby chicks. This pupcake is a sweet symbol of springtime and new beginnings, perfectly sized for your canine companion. Crafted with care and dog-friendly ingredients, it's a ",,,,,,svc-shopify-8022398501018,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/TDB2024Cakes_70.png?v=1704689409,,,,,,True,,Cheep Cheep,,,,,,shop,550.0,,,,product,shopify-8022398501018,active,2026-02-27T16:08:48.319937+00:00,"['Easter', 'Pupcakes']",2026-02-27T16:08:48.319939+00:00
,,,550.0,,treats,,2026-02-27T16:08:35.516303+00:00,,,"Get ready for a peck of fun with our 'Chicky Pawps Delights,' where the zest of chicken meets the charm of paw shapes. These adorable paw-shaped treats are infused with a savory chicken flavor, making them irresistible to your canine companion. Perfect for training, rewarding, or just because, these",,,,,,svc-shopify-8022398140570,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/TDB2024Cakes_71.png?v=1704689261,,,,,,True,,Chicky Pawps,,,,,,shop,550.0,,,,product,shopify-8022398140570,active,2026-02-27T16:08:48.320358+00:00,"['Easter', 'Treats']",2026-02-27T16:08:48.320360+00:00
,,,550.0,,treats,,2026-02-27T16:08:35.516689+00:00,,,"Introducing our 'Cluck &amp; Peep Duo Cookies,' a charming set of Mumma Hen and Baby Chick shaped treats that are as heartwarming as they are delicious. Crafted to celebrate the bond between mother and child, these cookies are a delightful nod to family love. Each cookie is made with nutritious, dog",,,,,,svc-shopify-8022397747354,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/TDB2024Cakes_72.png?v=1704688890,,,,,,True,,Cluck & Peep Duo Cookies,,,,,,shop,550.0,,,,product,shopify-8022397747354,active,2026-02-27T16:08:48.320800+00:00,['Easter'],2026-02-27T16:08:48.320801+00:00
,,,550.0,,dognuts,,2026-02-27T16:08:35.517136+00:00,,,"Buzz into happiness with our 'Bee the Best Cookies,' a delightful treat inspired by nature's little pollinators. These pupcakes are crafted in cute bee shapes, symbolizing diligence and sweetness. Made with wholesome, dog-safe ingredients, they're not just adorable but also packed with flavors that ",,,,,,svc-shopify-8022390997146,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitled_design_-_2025-09-02T103918.761.png?v=1756789942,,,,,,True,,Bee The Best,,,,,,shop,550.0,,,,product,shopify-8022390997146,active,2026-02-27T16:08:48.321247+00:00,"['Easter', 'Pupcakes']",2026-02-27T16:08:48.321250+00:00
,,,450.0,,dognuts,,2026-02-27T16:08:35.517535+00:00,,,"Dive into the spirit of Easter with our 'Easter Rings,' a colorful and tasty addition to your pet's holiday celebration. These donuts are creatively designed to capture the essence of Easter, with vibrant colors and festive shapes. Each bite is a blend of delightful flavors, perfect for giving your ",,,,,,svc-shopify-8022389260442,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/TDB2024Cakes_67.png?v=1704688003,,,,,,True,,Easter Rings,,,,,,shop,450.0,,,,product,shopify-8022389260442,active,2026-02-27T16:08:48.321679+00:00,['Easter'],2026-02-27T16:08:48.321681+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.517937+00:00,,,"Celebrate Easter with a touch of whimsy using our Hoppy Bunny Celebration Cake. This delightful cake, shaped like a playful bunny, is a festive treat designed to bring joy to your dog's Easter festivities. It's carefully crafted with dog-friendly ingredients, ensuring a safe and enjoyable experience",,,,,,svc-shopify-8022385229978,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/4_dd01347f-7883-4948-bc4b-e2da3d3db642.png?v=1720693029,,,,,,True,,Hoppy Bunny,,,,,,shop,649.0,,,,product,shopify-8022385229978,active,2026-02-27T16:08:48.322099+00:00,"['bowto', 'Easter']",2026-02-27T16:08:48.322101+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.518328+00:00,,,"Hop into the festive spirit with our Cluck Cake, tailor-made for your canine companion's Easter celebrations. This savory delight, crafted in the shape of a classic Easter treat and infused with the rich flavor of chicken, is a perfect alternative to traditional sweet cakes. It's a wholesome, protei",,,,,,svc-shopify-8022382837914,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitled_design_9.png?v=1720693672,,,,,,True,,Cluck,,,,,,shop,649.0,,,,product,shopify-8022382837914,active,2026-02-27T16:08:48.322536+00:00,"['bowto', 'Easter']",2026-02-27T16:08:48.322539+00:00
,,,450.0,,dognuts,,2026-02-27T16:08:35.518770+00:00,,,"Indulge your pup in the luxurious taste of our Woof Dognuts, a sumptuous treat that combines rich, velvety flavors with a dog-friendly twist. This elegant dognuts, with its deep red hue and enticing aroma, is perfect for special occasions, offering a gourmet experience that's as visually stunning as",,,,,,svc-shopify-8021906227354,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/TDB2024Cakes_62.png?v=1740924667,,,,,,True,,Woof Dognuts,,,,,,shop,450.0,,,,product,shopify-8021906227354,active,2026-02-27T16:08:48.322980+00:00,"['dognuts', 'Holi']",2026-02-27T16:08:48.322982+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.519157+00:00,,,"Celebrate the unspoken bond you share with your furry friend with our 'I Ruv My Dog Cake.' This heartfelt confection is a sweet testament to the love and joy your dog brings into your life. It's not just a cake; it's a delicious declaration of your affection, made with the finest dog-friendly ingred",,,,,,svc-shopify-8021820244122,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/TDB2024Cakes_60.png?v=1704599144,,,,,,True,,I Ruv My Dog,,,,,,shop,649.0,,,,product,shopify-8021820244122,active,2026-02-27T16:08:48.323430+00:00,[],2026-02-27T16:08:48.323432+00:00
,,,549.0,,mini-cakes,,2026-02-27T16:08:35.519550+00:00,,,"Valentine's Bowto Special – A Heartfelt Treat for Your Furry Best Friend Celebrate love this February with our Valentine's Bowto, specially crafted for your cherished four-legged companion. This exquisite edition cake, with its beautiful beetroot red hue, embodies the spirit of Valentine's Day. Ador",,,,,,svc-shopify-8021819883674,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/6_639873be-d8c4-4fb7-9b33-010fc1e0d641.png?v=1719723538,,,,,,True,,One Love Bowto Mini Cake,,,,,,shop,549.0,,,,product,shopify-8021819883674,active,2026-02-27T16:08:48.323872+00:00,"[""Valentine's""]",2026-02-27T16:08:48.323873+00:00
